Number,Korean,Translation,Translation2,WordType,
1389,그리스 신화에 관한 책을 읽었다.,I read a book about Greek myths.
1390,"양 선생님, 안녕하세요.","Hello, Miss Yang."
1391,하얀 셔츠에 검은 점이 묻었다.,A dark spot got on the white shirt.
1392,당신의 직업은 무엇입니까?,What is your occupation?
1393,올해 농작물을 풍성하게 거두었다.,We gathered a plentiful harvest of crops this year.
1394,여름 방학에 여행을 갈 예정이다.,I plan to travel during summer vacation.
1395,시험 범위가 너무 넓어서 걱정이다.,I am worried because the exam range is too broad.
1396,우리 조상들의 지혜를 배워야 한다.,We should learn from the wisdom of our ancestors.
1397,대학에서 철학을 전공했다.,I majored in philosophy at university.
1398,그녀는 검은 머리카락이 아름답다.,Her black hair is beautiful.
1399,항상 네 곁에 있을게.,I will always be by your side.
1400,이 문제를 해결하려면 근본적인 변화가 필요하다.,Fundamental change is needed to solve this problem.
1401,너희 둘 다 내일 시험 준비는 잘 하고 있니?,Are you guys both preparing well for tomorrow exam?
1402,대형 마트에서 장을 보면 가격이 더 저렴하다.,Shopping at a large mart is cheaper.
1403,이 계획의 문제점을 먼저 파악해야 합니다.,We need to identify the problems with this plan first.
1404,본격적인 여름이 시작되면서 해변이 붐비기 시작했다.,As full-scale summer began the beaches started to get
crowded.
1405,이 조건에서는 성공이 불가능하다고 생각합니다.,I think success is impossible under these conditions.
1406,그 소식은 모든 사람에게 큰 충격을 주었다.,That news was a big shock to everyone.
1407,소문이 학교 전체에 빠르게 퍼졌다.,The rumor spread quickly throughout the entire school.
1408,금방 먹은 밥인데 벌써 배가 고프다.,I just ate but I am already hungry again.
1409,제주도는 한국의 남쪽에 위치해 있다.,Jeju Island is located in the south of Korea.
1410,엘리베이터 버튼을 눌러 주세요.,Please press the elevator button.
1411,그녀는 대학에서 미술을 전공했다.,She majored in fine arts in college.
1412,왕은 백성의 목소리에 귀를 기울여야 한다.,A king must listen to the voice of the common people.
1413,이번 프로젝트는 상당히 복잡한 편이다.,This project is fairly complex.
1414,이 꽃은 색깔이 참 다양하다.,This flower has really diverse colors.
1415,어머니의 요리 솜씨는 정말 대단하다.,My mother cooking skills are truly amazing.
1416,이 식당은 칼국수로 유명하다.,This restaurant is famous for its knife-cut noodles.
1417,자네가 이 일을 맡아 주면 좋겠네.,I would like you to take charge of this work.
1418,오늘은 기가 없어서 일찍 쉬려고 한다.,I have no energy today so I plan to rest early.
1419,그 영화는 꽤 재미있었다.,That movie was fairly entertaining.
1420,이 지역에는 외국인 관광객이 많다.,There are many foreign tourists in this area.
1421,버스를 한참 동안 기다렸지만 오지 않았다.,I waited for the bus for quite a while but it did not come.
1422,그 나라는 군사 훈련을 강화하고 있다.,That country is strengthening its military training.
1423,건강을 위해 담배를 끊었다.,I quit smoking for my health.
1424,해가 산 너머로 넘어갔다.,The sun went over the mountain.
1425,그릇에 따뜻한 국이 담겨 있었다.,Warm soup was placed in the bowl.
1426,아이들이 마당에서 뛰어놀고 있다.,The children are running around playing in the garden.
1427,사장님 부인께서 직접 오셨습니다.,The president wife came in person.
1428,약속 시간에 늦지 않으려면 서둘러야 한다.,We need to hurry if we do not want to be late for the appointment.
1429,선생님의 지적 덕분에 실수를 고칠 수 있었다.,Thanks to the teacher pointing out I was able to fix the
mistake.
1430,체육 시간에 짝을 지어 운동했다.,We paired up and exercised during PE class.
1431,참으로 아름다운 풍경이었다.,It was truly a beautiful scenery.
1432,준비할 시간이 충분하니 걱정하지 마세요.,There is sufficient time to prepare so do not worry.
1433,합격 소식을 듣고 너무 기뻤다.,I was so happy to hear the news of passing.
1434,오늘 숙제가 너무 많아서 밤늦게까지 했다.,There was so much homework today that I worked until late at night.
1435,시험을 앞두고 긴장이 되기 시작했다.,I started getting nervous with the exam ahead.
1436,이번 프로젝트의 예산이 부족합니다.,The budget for this project is insufficient.
1437,시장에는 온갖 종류의 과일이 있었다.,There were all kinds of fruit at the market.
1438,경기 침체에 대한 우려가 커지고 있다.,Concerns about the economic recession are growing.
1439,비가 올 것 같으니 우산을 가져가세요.,It looks like it will rain so take an umbrella.
1440,아이의 탄생은 온 가족에게 큰 기쁨이었다.,The birth of the child was a great joy to the whole family.
1441,이 호수의 깊이는 약 30미터이다.,The depth of this lake is about 30 meters.
1442,크리스마스를 맞아 집을 예쁘게 꾸몄다.,We decorated the house beautifully for Christmas.
1443,운동 시간을 조금씩 늘려 나가고 있다.,I am gradually increasing my exercise time.
1444,오래 앉아 있었더니 무릎이 아프다.,My knees hurt from sitting for a long time.
1445,새로운 유적지가 공사 현장에서 발견되었다.,A new archaeological site was discovered at the construction site.
1446,환경을 보호하기 위해 모두가 노력해야 한다.,Everyone must make an effort to protect the environment.
1447,새로운 시스템을 도입한 후 업무 효율이 높아졌다.,Work efficiency improved after introducing the new system.
1448,대중교통 이용을 권장합니다.,We encourage the use of public transportation.
1449,지난달에 새 아파트로 이사했다.,I moved to a new apartment last month.
1450,그녀는 놀라서 비명을 질렀다.,She screamed in surprise.
1451,시민들의 적극적인 참여가 필요합니다.,Active participation from citizens is needed.
1452,아기가 첫 걸음을 떼었다.,The baby took its first step.
1453,겨우 마감 시간에 맞춰 과제를 제출했다.,I barely submitted the assignment on time.
1454,장마가 끝나고 빨래가 빨리 말랐다.,The laundry dried quickly after the rainy season ended.
1455,오늘 날씨는 비교적 따뜻한 편이다.,Today weather is comparatively warm.
1456,그는 좋은 성적을 받으려고 애썼다.,He made great efforts to get good grades.
1457,올바른 판단을 내리는 것이 중요하다.,It is important to make the right judgment.
1458,책상 위에 편지가 놓여 있었다.,A letter was placed on the desk.
1459,올겨울은 유난히 추운 것 같다.,This winter seems exceptionally cold.
1460,서울에서는 카페를 찾는 것이 흔한 일이다.,Finding a cafe in Seoul is a common thing.
1461,물가가 계속 높아지고 있어서 걱정이다.,I am worried because prices keep getting higher.
1462,부모님이 늙어 가시는 모습을 보면 마음이 아프다.,It hurts to see my parents growing old.
1463,거리의 단위는 킬로미터를 사용합니다.,We use kilometers as the unit of distance.
1464,이 가방은 책이 많아서 무겁다.,This bag is heavy because there are many books in it.
1465,갑자기 비가 오는 바람에 옷이 다 젖었다.,My clothes all got wet as a result of the sudden rain.
1466,현실은 상상과 많이 달랐다.,Reality was very different from imagination.
1467,올해 가계 소득이 조금 늘었다.,Household income increased a little this year.
1468,서울은 대한민국의 수도이다.,Seoul is the capital of South Korea.
1469,그 배우는 악당 역을 맡았다.,That actor took on the role of the villain.
1470,사람들이 환경 문제를 심각하게 인식하기 시작했다.,People began to seriously recognize environmental problems.
1471,이 자는 무슨 뜻인지 모르겠다.,I do not know what this character means.
1472,피곤해서 침대에 눕자마자 잠들었다.,I was so tired that I fell asleep as soon as I lay on the bed.
1473,이 소설은 전체 세 권으로 구성되어 있다.,This novel consists of three volumes in total.
1474,두 나라는 우호적인 관계를 맺었다.,The two countries formed a friendly relationship.
1475,전기차에 대한 수요가 점점 증가하고 있다.,Demand for electric vehicles is gradually increasing.
1476,그는 하룻밤 사이에 스타가 되었다.,He became a star overnight.
1477,벽에 걸린 시계가 멈춰 있었다.,The clock hanging on the wall had stopped.
1478,날씨가 건조해서 입술이 갈라졌다.,My lips cracked because the weather was dry.
1479,가을이 되면 나뭇잎이 빨갛게 변한다.,When autumn comes the leaves turn red.
1480,중간 시험이 다음 주에 있다.,The midterm exam is next week.
1481,훌륭한 지도자는 국민의 신뢰를 얻어야 한다.,A great leader must earn the trust of the people.
1482,천천히 읽어야 내용을 이해할 수 있다.,You need to read slowly to understand the content.
1483,다양한 분야의 전문가들로 팀을 구성했다.,We organized a team of experts from various fields.
1484,대체로 학생들의 반응이 긍정적이었다.,The students reactions were generally positive.
1485,어제는 몹시 더워서 잠을 잘 수 없었다.,It was extremely hot yesterday so I could not sleep.
1486,문득 고향 친구가 보고 싶어졌다.,I suddenly missed my hometown friend.
1487,그는 어릴 때부터 스포츠를 좋아했다.,He has liked sports since he was young.
1488,위원장이 회의 결과를 발표했다.,The chairman announced the results of the meeting.
1489,저기 보이는 건물이 우리 학교입니다.,The building you see over there is our school.
1490,오늘은 특별한 날이니까 외식하자.,Today is a special day so let us eat out.
1491,효과적인 학습 방법을 찾는 것이 중요하다.,It is important to find an effective study method.
1492,학교가 집에서 가까이 있어서 편하다.,It is convenient because the school is close to home.
1493,건강이 예전보다 많이 나았다.,My health has gotten much better than before.
1494,매출이 목표를 넘어섰다.,Sales surpassed the target.
1495,채소를 센 불에 빠르게 볶았다.,I quickly stir-fried the vegetables over high heat.
1496,이 공장은 하루에 천 대의 자동차를 생산한다.,This factory produces a thousand cars per day.
1497,언젠가 유럽 여행을 꼭 가고 싶다.,I definitely want to travel to Europe someday.
1498,그 예술가의 작품은 독창적이다.,That artist work is original.
1499,그의 진짜 의도가 무엇인지 알 수 없다.,I cannot tell what his real intention is.
1500,돌이킬 수 없는 실수를 저질렀다.,I committed an irreversible mistake.
1501,인구가 해마다 줄어들고 있다.,The population is dwindling every year.
1502,가만히 앉아서 음악을 들었다.,I sat quietly and listened to music.
1503,이 건에 대해서는 다시 논의합시다.,Let us discuss this matter again.
1504,그녀는 매주 일요일마다 교회에 간다.,She goes to church every Sunday.
1505,대구는 여름에 특히 더운 도시로 유명하다.,Daegu is famous as a city that is especially hot in summer.
1506,외부 사람의 출입은 금지되어 있습니다.,Entry by outsiders is prohibited.
1507,한두 번 실패해도 포기하지 마세요.,Do not give up even if you fail once or twice.
1508,그는 한때 유명한 가수였다.,He was once a famous singer.
1509,사소한 일에 화를 내지 마세요.,Do not get angry over trivial things.
1510,아이들이 흙으로 성을 만들고 있다.,The children are building a castle with soil.
1511,어린 시절에는 가난했지만 행복했다.,We were poor in childhood but we were happy.
1512,고객의 의견을 적극적으로 반영하겠습니다.,We will actively reflect customer opinions.
1513,그 과학자는 새로운 물질을 발견했다.,The scientist discovered a new substance.
1514,관광 산업이 지역 경제에 큰 도움이 된다.,The tourism industry is a great help to the local economy.
1515,그는 어려운 환경에서도 열심히 살아왔다.,He has lived diligently even in difficult circumstances.
1516,서울의 물가는 상대적으로 높은 편이다.,Prices in Seoul are relatively high.
1517,수술 후 회복하는 데 한 달이 걸렸다.,It took a month to recover after surgery.
1518,유기농 식품의 인기가 높아지고 있다.,The popularity of organic food is increasing.
1519,그 배우의 연기가 정말 감동적이었다.,That actor performance was truly moving.
1520,일월은 한 해의 시작이다.,January is the beginning of the year.
1521,헌법 제1조를 읽어 보세요.,Please read Article 1 of the Constitution.
1522,첫째 아이가 올해 초등학교에 입학한다.,The first child enters elementary school this year.
1523,회원 가입을 하면 할인을 받을 수 있습니다.,You can get a discount if you sign up as a member.
1524,도서관에서 조용히 공부하는 것을 좋아한다.,I like studying quietly at the library.
1525,멀리서 아름다운 노랫소리가 들려왔다.,A beautiful singing voice echoed from far away.
1526,한국어 실력이 조금씩 나아지고 있다.,My Korean skills are improving little by little.
1527,음식에 조미료를 너무 많이 넣지 마세요.,Do not put too much seasoning in the food.
1528,신발 끈이 풀려서 다시 묶었다.,My shoelace came loose so I tied it again.
1529,정부는 강력한 대책을 발표했다.,The government announced powerful countermeasures.
1530,한국 음식에는 마늘이 많이 들어간다.,Korean food uses a lot of garlic.
1531,생일 선물로 책을 받았다.,I received a book as a birthday gift.
1532,일찍 일어나는 습관을 들이고 싶다.,I want to develop the habit of waking up early.
1533,옆집 아주머니가 반찬을 나눠 주셨다.,The lady next door shared some side dishes with us.
1534,혼자 산에 가는 것은 위험하다.,Going to the mountain alone is dangerous.
1535,주차장은 지하 2층에 있습니다.,The parking lot is on the second basement level.
1536,시간을 효율적으로 활용해야 한다.,You must utilize your time efficiently.
1537,할아버지는 매일 정원을 가꾸신다.,Grandfather tends the garden every day.
1538,진로에 대한 고민이 많다.,I have a lot of worries about my career path.
1539,아이가 맨발로 뛰어다니고 있다.,The child is running around barefoot.
1540,새로운 법률이 다음 달부터 시행된다.,The new law will go into effect starting next month.
1541,넘어져서 무릎에 상처가 났다.,I fell and got a wound on my knee.
1542,이 골목은 차가 지나가기에 너무 좁다.,This alley is too narrow for a car to pass through.
1543,출퇴근 시간에 지하철이 매우 붐빈다.,The subway is very crowded during rush hour.
1544,젓가락으로 반찬을 집어 먹었다.,I picked up side dishes with chopsticks and ate them.
1545,현 상황에서는 다른 방법이 없다.,There is no other way in the current situation.
1546,화면이 너무 작아서 글씨가 잘 안 보인다.,The screen is too small so I cannot see the text well.
1547,김 군은 성실한 학생이다.,Mr. Kim is a diligent student.
1548,김치는 한국의 대표적인 음식이다.,Kimchi is a representative Korean food.
1549,만일 내일 비가 오면 행사는 취소됩니다.,If it rains tomorrow the event will be canceled.
1550,빈부 격차는 심각한 사회적 문제이다.,The wealth gap is a serious social problem.
1551,새로운 문화가 자연스럽게 생겨났다.,A new culture naturally emerged.
1552,회의에 이어 간단한 식사가 제공되었다.,A simple meal was provided following the meeting.
1553,요즘은 전업 주부가 줄어드는 추세이다.,The trend these days is that full-time homemakers are decreasing.
1554,과학자들은 진리를 탐구한다.,Scientists seek the truth.
1555,태양이 구름 사이로 빛나고 있다.,The sun is shining through the clouds.
1556,그 사람이 범인임에 틀림없다.,There is no doubt that person is the culprit.
1557,그는 이 분야에서 진정한 프로이다.,He is a true professional in this field.
1558,봄이 되자 벚꽃이 활짝 피었다.,Cherry blossoms bloomed fully when spring came.
1559,식수 공급이 일시적으로 중단되었다.,The water supply was temporarily suspended.
1560,도로 공사로 인해 교통이 혼잡하다.,Traffic is congested due to road construction.
1561,자신의 잘못을 솔직하게 인정했다.,He honestly admitted his mistake.
1562,할머니가 무거운 짐을 등에 지고 계셨다.,Grandmother was carrying a heavy load on her back.
1563,물통에 물을 가득 채웠다.,I filled the water bottle to the top.
1564,일과 생활의 균형을 유지하는 것이 중요하다.,It is important to maintain a balance between work and life.
1565,기본적인 예절은 반드시 지켜야 한다.,Basic manners must be observed.
1566,아프리카에는 다양한 부족이 살고 있다.,Various tribes live in Africa.
1567,사무실에서 회의가 진행 중이다.,A meeting is in progress at the office.
1568,이월에는 날씨가 아직 많이 춥다.,The weather is still very cold in February.
1569,일요일에는 보통 가족과 시간을 보낸다.,I usually spend time with family on Sundays.
1570,이 지역은 차량 접근이 제한되어 있다.,Vehicle access to this area is restricted.
1571,멀리서 아이들이 노는 모습을 지켜보았다.,I watched the children playing from a distance.
1572,그녀는 개성이 강한 사람이다.,She is a person with a strong personality.
1573,벽에 액자가 달려 있다.,A picture frame is hanging on the wall.
1574,추위가 갈수록 더해지고 있다.,The cold is getting worse as time goes on.
1575,오래된 건물이 무너져서 큰 사고가 났다.,An old building collapsed and a major accident occurred.
1576,보통 아침 7시에 일어난다.,I usually wake up at 7 in the morning.
1577,모자를 쓰고 밖으로 나갔다.,I put on a hat and went outside.
1578,이러다가 큰일 나겠다.,If we keep doing this something bad will happen.
1579,자리에서 일어서서 인사했다.,I stood up from my seat and greeted them.
1580,그는 자신의 죄를 뉘우치고 있다.,He is repenting for his crime.
1581,참 오랜만에 만나니 반갑다.,It is really nice to meet after such a long time.
1582,대학 총장이 졸업식에서 축사를 했다.,The university president gave a congratulatory speech at the graduation
ceremony.
1583,문제의 핵심을 정확히 파악해야 한다.,You must accurately grasp the core of the problem.
1584,경기 후반에 역전골이 나왔다.,A comeback goal came in the second half of the game.
1585,이 문제는 단순히 돈의 문제가 아니다.,This problem is not simply a matter of money.
1586,아이가 엄마를 보고 달려갔다.,The child saw the mother and ran toward her.
1587,대통령이 일본을 공식 방문했다.,The president made an official visit to Japan.
1588,서비스에 대한 불만이 접수되었다.,A complaint about the service was received.
1589,새 신발이 발에 맞지 않아 불편하다.,The new shoes do not fit my feet and are uncomfortable.
1590,이 동물원에는 200종이 넘는 동물이 있다.,This zoo has more than 200 species of animals.
1591,손가락을 베어서 피가 났다.,I cut my finger and it bled.
1592,한강은 서울을 가로지르는 강이다.,The Han River is a river that runs through Seoul.
1593,공연장에 관객이 가득 찼다.,The venue was filled with spectators.
1594,막 도착해서 아직 상황을 모르겠다.,I just arrived so I do not know the situation yet.
1595,이 부품의 오차는 1밀리미터 이내여야 한다.,The tolerance of this part must be within 1 millimeter.
1596,서울의 집값은 너무 비싸다.,Housing prices in Seoul are too expensive.
1597,칠판에 적힌 숫자를 확인해 주세요.,Please check the numbers written on the blackboard.
1598,열이 나서 병원에 갔다.,I went to the hospital because I had a fever.
1599,왼쪽으로 돌면 우체국이 보입니다.,If you turn left you will see the post office.
1600,중세 유럽에서는 성이 중요한 역할을 했다.,Castles played an important role in medieval Europe.
1601,택시를 타고 공항까지 갔습니다.,I took a taxi to the airport.
1602,두 회사의 통합이 드디어 이루어졌다.,The unification of the two companies was finally achieved.
1603,계산이 맞는지 다시 확인해 주세요.,Please check again whether the calculation is correct.
1604,강아지가 꼬리를 흔들며 반겨 주었다.,The puppy welcomed me wagging its tail.
1605,그 소식을 듣고 정말 놀라웠다.,I was really surprised to hear that news.
1606,신청 양식을 작성해서 제출하세요.,Please fill out the application form and submit it.
1607,예전에는 이 근처에 논밭이 많았다.,In the old days there were many rice paddies around here.
1608,태풍 때문에 전기가 끊겼다.,The electricity went out because of the typhoon.
1609,요즘 주식 시장이 많이 불안하다.,The stock market has been very unstable lately.
1610,내 예상이 완전히 틀렸다.,My prediction was completely wrong.
1611,그는 끊임없이 새로운 아이디어를 내놓았다.,He constantly came up with new ideas.
1612,그녀는 유명한 패션 모델이다.,She is a famous fashion model.
1613,컵에 물을 부어 주세요.,Please pour water into the cup.
1614,그 정도는 상식으로 알아야 한다.,You should know that much as common sense.
1615,이 상표는 전 세계적으로 유명하다.,This brand is famous worldwide.
1616,바람이 불어서 시원하다.,It is cool because the wind is blowing.
1617,그는 약속을 지키지 아니하였다.,He did not keep his promise.
1618,다른 사람의 시선을 너무 의식하지 마세요.,Do not be too conscious of other people gazes.
1619,고모가 설날에 우리 집에 오셨다.,My paternal aunt came to our house on New Year Day.
1620,결과가 어떻게 되었는지 궁금하다.,I am curious about how the results turned out.
1621,한국은 민주화를 위해 오랫동안 노력해 왔다.,Korea has worked for a long time toward democratization.
1622,그 사건에 대한 보도가 연일 이어졌다.,News reports about the incident continued day after day.
1623,주변을 잘 살피고 길을 건너세요.,Look around carefully before crossing the street.
1624,나는 추위에 약하다.,I am weak against the cold.
1625,제가 잘못했습니다. 죄송합니다.,I made a mistake. I am sorry.
1626,서점에서 패션 잡지를 한 권 샀다.,I bought a fashion magazine at the bookstore.
1627,그는 그 제안을 단호하게 거부했다.,He firmly rejected the proposal.
1628,형은 공무원 시험을 준비하고 있다.,My older brother is preparing for the civil service exam.
1629,건강이 안 좋아서 회사를 그만두었다.,I quit the company because my health was not good.
1630,댁은 어디에 사십니까?,Where do you live if I may ask?
1631,오랜만에 만나니 정말 반갑다.,It is so nice to meet you after such a long time.
1632,잠이 부족하면 집중력이 떨어진다.,If you lack sleep your concentration drops.
1633,내일부터 새로운 제도가 실시된다.,The new system will be enforced starting tomorrow.
1634,그는 자신의 운명을 스스로 개척했다.,He carved out his own fate by himself.
1635,정부의 재정 상태가 점점 악화되고 있다.,The government financial situation is gradually worsening.
1636,비가 이렇게 오면 차라리 집에 있는 게 낫다.,If it rains this much it is better to just stay home.
1637,그는 한국 역사를 연구하는 학자이다.,He is a scholar who studies Korean history.
1638,잘 다녀오세요!,Have a good trip!
1639,벽에 시계를 달았다.,I attached a clock to the wall.
1640,대규모 공사가 시작되었다.,A large-scale construction project has begun.
1641,동 시간대에 두 개의 행사가 열렸다.,Two events were held at the same time.
1642,이 사업은 민간 기업이 운영하고 있다.,This project is operated by a private company.
1643,그 사건은 법원에서 심리 중이다.,That case is being heard in court.
1644,어렸을 때 비디오를 빌려서 영화를 봤다.,When I was young I rented videos to watch movies.
1645,그 계획은 사실상 실패한 것이나 다름없다.,That plan has virtually failed.
1646,부모님은 자식을 위해 돈을 아끼지 않는다.,Parents do not spare money for their children.
1647,이쪽으로 오시면 더 빠릅니다.,It is faster if you come this way.
1648,이 지역은 비무장 지대에 가깝다.,This area is close to the demilitarized zone.
1649,상황을 정확하게 판단해야 한다.,You must judge the situation accurately.
1650,가족과 함께 있을 때 가장 행복하다.,I am happiest when I am with my family.
1651,어머니가 오븐에서 빵을 굽고 계신다.,My mother is baking bread in the oven.
1652,기름 값이 많이 올랐다.,Oil prices have gone up a lot.
1653,계획을 세우는 것보다 실천하는 것이 중요하다.,Putting plans into practice is more important than making them.
1654,갑자기 비가 쏟아지기 시작했다.,It suddenly started pouring rain.
1655,피아노 연습을 매일 두 시간씩 한다.,I practice piano for two hours every day.
1656,오른쪽으로 돌면 우체국이 있습니다.,If you turn to the right there is a post office.
1657,이 분야의 전문 용어를 잘 모르겠다.,I do not know the technical terminology of this field well.
1658,새로운 기술을 빨리 익혀야 한다.,You need to learn the new skills quickly.
1659,지도를 보고 길을 찾았다.,I looked at the map and found the way.
1660,사회적 지위보다 인격이 더 중요하다.,Character is more important than social status.
1661,이 지역은 천연자원이 풍부하다.,This region is abundant in natural resources.
1662,화장실이 어디에 있나요?,Where is the bathroom?
1663,어렸을 때의 일을 잘 기억하고 있다.,I remember things from my childhood well.
1664,전쟁 중에 식량이 부족했다.,There was a shortage of food during the war.
1665,과학 실험 결과가 매우 흥미로웠다.,The results of the science experiment were very interesting.
1666,용기를 내서 진실을 말했다.,I gathered my courage and told the truth.
1667,학생들이 환경 문제에 대해 토론했다.,The students had a debate about environmental issues.
1668,핵 문제는 국제 사회의 큰 관심사이다.,The nuclear issue is a major concern of the international community.
1669,이 식당은 고급 음식을 전문으로 한다.,This restaurant specializes in high-class food.
1670,부모님의 고생을 잊지 말아야 한다.,You must not forget your parents hardships.
1671,그 소식을 듣고 기쁨에 미칠 뻔했다.,I almost went crazy with joy when I heard the news.
1672,실수로 다른 사람의 발을 밟았다.,I accidentally stepped on someone else foot.
1673,이 프로젝트에는 상당한 비용이 든다.,This project costs a considerable amount of money.
1674,밀가루와 달걀을 잘 섞어 주세요.,Please mix the flour and eggs well.
1675,그는 대학을 수석으로 졸업했다.,He graduated from university at the top of his class.
1676,나쁜 습관을 없애려고 노력하고 있다.,I am trying to get rid of bad habits.
1677,오랜 꿈이 드디어 이뤄졌다.,My long-held dream finally came true.
1678,상황에 적절한 대응이 필요하다.,An appropriate response to the situation is needed.
1679,등산객들이 산 정상에 도착했다.,The hikers arrived at the summit of the mountain.
1680,추석에 온 가족이 모여 제사를 지냈다.,The whole family gathered on Chuseok and held a memorial ceremony.
1681,주말에 가족과 함께 여행을 갈 계획이다.,I plan to travel with my family on the weekend.
1682,어른들의 지혜를 배울 점이 많다.,There is much to learn from the wisdom of elders.
1683,지붕 위에 참새 한 마리가 앉아 있다.,A sparrow is sitting on the roof.
1684,면세점에서 화장품을 샀다.,I bought cosmetics at the duty-free shop.
1685,이 나무는 줄기가 아주 굵다.,This tree has a very thick trunk.
1686,방을 깨끗이 청소했다.,I cleaned the room neatly.
1687,신발이 너무 낡아서 새 것을 사야 한다.,The shoes are so worn out that I need to buy new ones.
1688,내년에 대학교에 입학할 예정이다.,I plan to enter university next year.
1689,이 시장에서는 신선한 농산물을 살 수 있다.,You can buy fresh agricultural products at this market.
1690,눈앞에 아름다운 바다가 펼쳐졌다.,A beautiful sea spread out before my eyes.
1691,저는 올해 대학생이 되었습니다.,I became a university student this year.
1692,다음 주에 할머니 댁을 방문할 것이다.,I will visit my grandmother house next week.
1693,가을이 되니 단풍이 붉게 물들었다.,As autumn came the maple leaves turned red.
1694,논리적 사고 능력을 키우는 것이 중요하다.,It is important to develop logical thinking ability.
1695,순서대로 한 명씩 들어오세요.,Please come in one at a time in order.
1696,아무래도 오늘 회의는 취소해야 할 것 같다.,No matter what I think we have to cancel today meeting.
1697,그는 국립 연구소에서 일하고 있다.,He works at a national research institute.
1698,올 여름은 유난히 덥다.,This summer is exceptionally hot.
1699,그는 위대한 업적을 남겼다.,He left behind great achievements.
1700,다음 달에 새 아파트로 이사할 예정이다.,I plan to move to a new apartment next month.
1701,그 기업이 시장을 지배하고 있다.,That company dominates the market.
1702,문 틈으로 차가운 바람이 들어왔다.,Cold wind came in through the gap in the door.
1703,가령 내일 비가 오면 행사는 취소될 것이다.,Supposing it rains tomorrow the event will be canceled.
1704,거대한 빌딩이 하늘 높이 솟아 있었다.,A gigantic building towered high into the sky.
1705,나갈 때 문을 꼭 닫아 주세요.,Please make sure to close the door when you leave.
1706,아이가 엄마 팔에 매달려 있었다.,The child was hanging from the mother arm.
1707,오늘은 친구의 생일이라서 파티를 열었다.,Today is my friend birthday so we threw a party.
1708,제주도는 한국에서 가장 큰 섬이다.,Jeju Island is the largest island in Korea.
1709,영하 10도 이하로 기온이 내려갔다.,The temperature dropped below minus 10 degrees.
1710,내일 회의에 반드시 참석해 주세요.,Please make sure to attend the meeting tomorrow.
1711,신뢰를 토대로 좋은 관계를 만들어야 한다.,You must build a good relationship on the foundation of trust.
1712,이 문제의 해결 방법을 찾아야 한다.,We need to find a solution to this problem.
1713,행복은 멀리 있지 않다.,Happiness is not far away.
1714,학교까지 걸어가는 데 20분 걸린다.,It takes 20 minutes to walk to school.
1715,근로자의 권리를 보호해야 한다.,The rights of workers must be protected.
1716,"글쎄, 그건 좀 더 생각해 봐야 할 것 같아.","Well, I think I need to think about that a bit more."
1717,소방관이 목숨을 걸고 사람들을 구했다.,The firefighter risked his life to save people.
1718,주말에 백화점에서 쇼핑을 했다.,I went shopping at the department store on the weekend.
1719,세상이 빠르게 변화하고 있다.,The world is changing rapidly.
1720,물 한 병 주세요.,Please give me one bottle of water.
1721,교통 체증에서 빠져나가는 데 오래 걸렸다.,It took a long time to get out of the traffic jam.
1722,안녕하세요 그동안 안녕하셨어요?,Hello have you been well?
1723,여론이 그 정책에 반대하는 쪽으로 기울었다.,Public opinion leaned against that policy.
1724,전통 의복을 입고 행사에 참석했다.,I attended the event wearing traditional garments.
1725,아침마다 체조를 하면 건강에 좋다.,Doing gymnastics every morning is good for your health.
1726,비행기가 정시에 출발했다.,The airplane departed on time.
1727,좀 더 현실적인 계획을 세워야 한다.,We need to make a more realistic plan.
1728,그 영화가 요즘 큰 화제가 되고 있다.,That movie has become a big topic of conversation lately.
1729,회의 날짜가 아직 결정되지 않았다.,The meeting date has not been decided yet.
1730,고양이가 소파 위에서 자고 있다.,The cat is sleeping on the sofa.
1731,적의 공격에 대비해야 한다.,We must prepare for the enemy attack.
1732,최근 물가가 많이 올랐다.,Prices have risen a lot recently.
1733,민주주의는 국민의 참여가 중요하다.,Citizen participation is important in democracy.
1734,시험 전에 불안한 마음이 들었다.,I felt uneasy before the exam.
1735,가족은 나에게 가장 소중한 존재이다.,Family is the most precious thing to me.
1736,요즘 시간적 여유가 없다.,I do not have any spare time lately.
1737,그 사건에 대해 아직 의문이 남아 있다.,Doubts still remain about that incident.
1738,저는 중학교 때 농구를 좋아했습니다.,I liked basketball when I was in middle school.
1739,집에서 학교까지 약 5킬로미터이다.,It is about 5 kilometers from home to school.
1740,거센 파도가 해안에 부딪쳤다.,Fierce waves crashed against the shore.
1741,그녀는 흰색 원피스를 입고 있었다.,She was wearing a white dress.
1742,그 가수의 새 앨범이 큰 인기를 끌고 있다.,That singer new album is very popular.
1743,단 한 번의 실수도 용납되지 않는다.,Not even a single mistake is tolerated.
1744,방송국에서 뉴스를 촬영하고 있었다.,They were filming the news at the broadcasting station.
1745,밤하늘에 별이 빛나고 있었다.,Stars were shining in the night sky.
1746,아이가 이불 속에 숨었다.,The child hid under the blanket.
1747,그 기사가 오늘 신문에 실렸다.,That article was printed in today newspaper.
1748,회사에서 압력을 받고 있다.,I am under pressure from the company.
1749,은행에 예금을 넣어 두었다.,I deposited money in the bank.
1750,내일 비가 올 것으로 예상된다.,Rain is expected tomorrow.
1751,아들이 올해 초등학교에 입학했다.,My son entered elementary school this year.
